review_id,review_body,stars,product_category
es_0403803,Nunca me llegaron y encima les escribo para ver que pasaba y nadie me dijo nada... asique dinero y producto perdido,Negativa,home
es_0797097,"El producto llegó defectuoso, pero me lo solucionaron en seguida. La verdad es que volvería a comprarles. Mucho gusto . saludos",Negativa,electronics
es_0351753,"Poca potencia, compresor justito, a mi no me funciona muy bien, infla poco y muy lento, decepcionado con el producto",Negativa,automotive
es_0071978,"No me ha gustado nada. Para el precio que tiene la calidad es mala. El perrito,cuando empieza a caminar se le va ladeando la cabeza. Le pongo 2 estrella porque al crío de 2 años le hace gracia y se ríe mucho.",Negativa,toy
es_0074047,"A veces lo barato sale caro y este es el caso no sirve para lo que está diseñado ya que al no tener sujeción en el pecho, se mueve. Cómprate uno que sujete por el pecho.",Negativa,drugstore
es_0259155,"Lo he devuelto, para escaleras no vale y al día siguiente de probarlo he tenido alergia, los filtros de agua y chepa no funcionan bien. Saludos",Negativa,kitchen
es_0544480,"Aún no me ha llegado,reclame y me hacen esperar otra vez el tiempo de envio",Negativa,pet_products
es_0199758,"He de reconocer que es bonito...pero a los 3 meses se estropeo el invento de el chorro-pulverizador...esperemos que no empiece a gotear,",Negativa,home_improvement
es_0238832,"De los teléfonos chinos que vamos gastando este es de lo peor, mala calidad en 4 comprados a la vez, fallo en batería, fallo con malware, uno de ellos no volvió a encender y perdimos todos los datos y fotos, no volveré a comprar tecnología happy live.",Negativa,wireless
es_0450771,La instrucciones están en chino!!!,Negativa,wireless
es_0905237,Muchas herramientas pero debería ser el carro más fuerte el envolvente. Es para uso doméstico y no forzar mucho,Negativa,home_improvement
es_0602801,"Hace exactamente un mes que lo compré y la verdad que estoy muy decepcionado. Físicamente es una pieza de plástico con tres cables y un sensor, sumando todas las piezas no pasan los 3€, he pagado más del triple y no me importaría si funcionase correctamente; el problema es que no, no funciona, para empezar cuesta ponerlo a funcionar, no hay instrucciones de como ajustarlo, una vez consigues hacerlo funciona durante unas pocas impresiones y luego deja de funcionar, a partir del mes ya no funciona para nada, el pin no sale cuando debería, tienes que andar reseteándolo y ajustándolo, no pasaría nada si fuera una vez y a imprimir pero es que me he pasado tardes queriendo imprimir algo sin poder hacerlo porque el sensor se pone en modo alarma (en teoría lo hace cuando hay problemas, pero el único problema es el propio sensor) y no hay quién lo ponga a funcionar, he estado peleando con él durante horas para simplemente poder imprimir una pieza de media hora (en toda una tarde). No lo recomiendo, quizá el original funcione mejor, no lo se, pero este solo trae problemas porque además, una vez instalado volver a poner el control manual es un coñazo..",Negativa,industrial_supplies
es_0431037,Porque no tiene 10 cmm Es de 9 cm como el que vale 16 euros. Me siento estafada. Muy mal,Negativa,musical_instruments
es_0847679,"Es robusto, pero el material se oxida con mucja facilidad. No volvería a comprarlo.",Negativa,home
es_0699171,"No es para un note4, es demasiado pequeña, debería venir especificado este detalle. No es valida para lo q ofrece.",Negativa,wireless
es_0611873,No recibí el pedido y me devolvieron el dinero,Negativa,kitchen
es_0533010,"Duró poco, se acabó pelando y rompiendo a los dos años de uso. No lo volvería a comprar, la verdad, me dio mas problemas que soluciones, demasiado enclenque para aguantar el peso del cable hdmi. Mejor buscar otra solución.",Negativa,pc
es_0120969,Me esperaba un contenido mejor,Negativa,book
es_0022448,"No, no lo recomiendo, se despegan las frutas y los tiradores se sacan con facilidad. Es un desastre. Y muy peligroso.",Negativa,toy
es_0637079,"Nada puntual, la entrega se retrasó 15 días por lo que pedí devolución incluso antes de que llegara",Negativa,home_improvement
es_0741886,"Diseños muy básicos , no me valen para nada , la calidad tampoco es muy buena que digamos , no lo recomiendo me resulta caro para lo q es",Negativa,beauty
es_0861639,"Básicamente es imposible de instalar si es solo una persona, aparte las gomas se desgastan muy rápido con el uso.",Negativa,sports
es_0036908,"El que se repitan los mismos diálogos en cada capítulo dependiendo de si está hablando ella o el, resulta tedioso de leer...",Negativa,digital_ebook_purchase
es_0648303,"No queda nada bien los agujeros de la camara ,y tampoco queda el cristal pegado por los bordes del telefono, me ha pasado con los 2 que trae el paquete.",Negativa,wireless
es_0921103,Muy mala descripción. Da a entender que por el precio total son 5 carpetas pero en realidad solo compras una. Carísima ya que el material no es de gran calidad.,Negativa,office_product
es_0413866,Esta bien pero es pequeñito . Me esperaba algo más grande .,Negativa,book
es_0275536,Es más débil de lo esperado y no recupera su forma.,Negativa,home
es_0466455,"pues eso, para Tablet Samsung de 10 pulgadas o vale. vi por ahí un comentario que decía que era compatible para Tablet de 10 pulgadas, pero falso, no vale, no encaja bien los orificios y para meter la Tablet es una odisea.....para ipad valdrá pero para Tablet de 10 pulgadas de Samsung no. espero que este comentario os sea útil y no os lleve a equívocos como me paso a mi.",Negativa,pc
es_0131556,Se instalo y después de las pruebas (unas seis o siete dosificaciones) dejó de funcionar (duró en uso unas 3 horas). Es el más bonito de los que he visto y el más caro.,Negativa,home
es_0198036,Fue un envío lentísimo y una atención mínima,Negativa,baby_product
es_0308069,Como todo lo que compre de Medela ( excluyendo la crema purelan) fue un fiasco. Que manera de sacar dinero.,Negativa,baby_product
es_0418455,"La batería en principio funciona, el problema es que mi ordenador, Toshiba Satellite A300 no la detecta. Cuando esta conectado con cable a la red eléctrica aparece el icono de que no existe batería, si se usa únicamente con la batería sale que no se puede determinar la carga de la batería, por lo que estas a ciegas de cuanto tiene. La devolví el mismo día por lo que en cuanto a duración no puedo opinar.",Negativa,pc
es_0885611,"¡Increíble vamos! Pues eso, que no traía las 18 tuercas necesarias para atornillar las palas al ventilador. Vete a mitad de la faena a la ferretería a buscar tuercas que le vengan bien. Las instrucciones regular. Yo me las apañé porque ya he montado más de uno pero sino...el que no sea algo manitas se puede llevar un buen rato.",Negativa,home
es_0579407,"Las pastillas son asperas y grandes, me resultan muy dificiles de tragar, al tener tan poca concentracion tienes que tomar 6 al dia.",Negativa,drugstore
es_0881182,Aspecto de calidad regular y el sensor del mando no conectaba bien en el aparato. La clavija se sale. Devuelto.,Negativa,home
es_0338961,"Una puta mierda,eso no se despega ni aunque lo quemes,muy mala calidad no lo aconsejo",Negativa,beauty
es_0657419,"Para poner una sola en un sitio oscuro va bien, pero si quieres poner varias cercanas en cuanto se enciende una ya no se encienden las demás",Negativa,home
es_0798850,"Muy mala calidad... feísimo, un total engaño!!! No estoy nada conforme con este producto, quiero realizar una devolución y quiero mi dinero...",Negativa,home_improvement
es_0570455,"compé dos y daban lecturas diferentes! nada fiable! ademas uno de ellos estaba roto en la pantalla, había una linea de leds q no funcionaba. mala calidad y plásticos malos.",Negativa,automotive
es_0648632,Despues de esperar bastante su llegada al abrir el paque te me encuentro el bote por la mitad y todo derramado.,Negativa,sports
es_0643325,Las compre porque habia leido que cortaban fieltro y no es asi. Exclusivamente papel,Negativa,home
es_0963387,"El producto es de muy baja calidad . Se raya con facilidad , es preferible comprarlo blanco , o de aluminio.",Negativa,kitchen
es_0777281,"No se ve como en la foto, los colores están difuminados y no se diferencia la red ni las estrellas de mar, demasiado oscura",Negativa,home
es_0917883,"Desde el primer día cargaba mal. Me costaba colocar el cable para que se encendiera la luz roja que indica que esta cargando, estaba como suelta la entrada de línea. A la cuarta vez que lo he puesto a cargar se ha soltado y se ha caído para dentro. He probado a intentar cargar por la entrada usb pero nada. Alguna solución?",Negativa,wireless
es_0607971,Calidad buena y mejor presentacion pero con fundas que cubran el reborde de la pantalla pues se joroba el asunto se despega,Negativa,wireless
es_0968538,Pensaba que era más potente,Negativa,automotive
es_0698944,Pues va a resultar que tendré que buscar otras pinturas porque pierden la punta por rotura fácilmente al sacarlas punta.,Negativa,home
es_0726330,Comienzan a oxidarse en muy poco tiempo... No están a la intemperie... Simplemente se le pasó agua un par de veces para lavarlas...,Negativa,lawn_and_garden
es_0753472,En la foto parece mucho mas grande y mas ancha.,Negativa,luggage
es_0678502,"Una vez puesta queda muy bien, pero he tenido que hacer un par de ajustes, no encajaba todo bien. El principal problema es que le falta la parte del logo, pongo foto. No sé si la empresa puede enviarlo.",Negativa,wireless
es_0393422,"Los auriculares son tal como especifican. Suenan bien,se sujetan bien al oído y la batería tiene buena durabilidad. Lo malo ? Que se entrecortan continuamente si me pongo el móvil en la mochila o bolsillo posterior del pantalón No los recomiendo",Negativa,electronics
es_0603297,"Tras probar estos cartuchos, la calidad de la impresión en calidad normal deja mucho que desear. Las líneas no se resuelven con un color uniforme en toda su longitud y para nada es un tipo de cartucho adecuado para imprimir planos en los que existen líneas a color. No lo recomiendo para trazados en los que la presentación y la precisión debe ser buena. Para que el trazado sea aceptable en la impresión de planos debes configurar la impresora en Máxima Calidad lo que multiplica los tiempos de impresión.",Negativa,office_product
es_0835075,"No se puede elegir, llega el mas feo de los tres. Mi bebe apenas le hizo.caso",Negativa,baby_product
es_0521229,Buena calidad y buen sonido pero han llegado sin almohadillas y asi es imposible mantenerlos en la oreja. Una lastima.,Negativa,electronics
es_0288577,"Se ""desarmó - rompió"" después de abrirlo y cerrarlo 4 ó 5 veces",Negativa,home_improvement
es_0173910,"El embalaje estaba bien, pero la caja del producto venía sin ningún tipo de precinto. Además, el mástil de acero tenía pequeños piquetes y rayajos, y el plato para la ceniza tenía huellas. El producto no es nuevo.",Negativa,drugstore
es_0878672,"El primer día que lo usamos, dejo de girar correctamente y al poco se rompió y ya no se podía usar. Muy mala calidad de materiales, ha sido una mala compra.",Negativa,home_improvement
es_0981120,"Son un poco rígidos y esta algo torcido el enganche, de momento todo bien pero son delicados y quizá muy pequeños",Negativa,jewelry
es_0061029,"Al principio parecía más o menos útil pero a los dos días de uso dejo de funcionar el micrófono, con lo cual no puedes realizarle la llamada ya que no se le escuchaba. También el táctil no va muy bien, le costaba mucho deslizar para coger la llamada. NO TIENE GPS, la ubicación la da a las antenas más próximas, en mi caso casi 1 km. No cumple para nada con mis expectativas. No merece la pena. Lo siento devolución realizada.",Negativa,wireless
es_0348729,"SON MUY ENDEBLES, DE HECHO UNA DE ELLAS SE DE SEPARO Y SOLO CUANDO LAS ESTABA PROBANDO",Negativa,home_improvement
es_0565694,"Desde el primer día las puse y han funcionado genial, una luz muy bonita para decorar una terraza en especial plantas. El principal problema es que tras un año de uso ya no funcionan. He comprado 2 y ambas han durado lo mismo.",Negativa,home
es_0470246,"Llegó muy rápido, tiene buena pinta pero me llegó con el cristal roto por lo que lo devolví sin llegar a probarlo",Negativa,automotive
es_0000392,"Para una TV de 24"" como la mía de la marca Samsung la chapa coincide con la alimentación por lo tanto no vale.yo cómo me corría prisa colocarlo modifique cortando un poco.para tv de 32"" está bien",Negativa,electronics
es_0718738,No aguanta el peso de la ropa. Se cae. No sé para qué se supone que está pensado.,Negativa,home
es_0070120,Lo tuve que devolver porque al abrir la caja de presentación uno de los pendientes tiene el hijo roto.,Negativa,jewelry
es_0233522,No tiene fuerza para mantener bien cogido el pelo.,Negativa,beauty
es_0316945,"No era lo que esperaba, la he devuelto",Negativa,furniture
es_0864135,"Lo compré pensando que era la mejor opción en cuanto a resistencia, por los materiales de los que está hecho y todo parece muy bueno y fuerte, pero el eje que une las dos piezas se ha salido separándose las mismas por lo que deja de ser tan bueno, me ha decepcionado, no lo recomiendo para nada.",Negativa,home
es_0061194,El pedido no me ha llegado. Culpa de correos que dicen que no coincidía el domicilio. El vendedor llamó ayer y dijo que lo volverían a enviar.,Negativa,drugstore
es_0256202,"Vienen solo las piezas,tienes que montarlo tú está muy bien para dárselo a tus hijos y decirle os doy 10 eur si montáis eso,al menos 2 días los tuve entretenido,pero para el preciso k vale compro una en ikea k vale el mismo precio y ya montada",Negativa,home
es_0629945,"Le doy una estrella porque encargué 2, y una costó muchísimo montarla porque no encajaban bien las piezas para montar el respaldo y reposabrazos con el asiento, y muy cómoda no es, así que intente devolver la otra silla y no he tenido ningún momento contestación por parte de nadie",Negativa,office_product
es_0955136,"Es muy sencillo. Está bien para una niña de 6 años, no más mayor.",Negativa,toy
es_0600722,"Llegado hoy mismo y del tirón de vuelta por devolución, me mandaron el reproductor con la caja de este y no protegido con la caja de amazon como todos los productos, al parecer al ir así le darían un golpe pues hacía ruidos raros el lector, primer y último aparato de esta clase que compro aquí, encima quien no me dice que fue usado previamente, ya que la caja se abre como si nada...",Negativa,other
es_0718411,"El tamaño y todo correcto, lo malo es que me a llegado rajado y una paga para que el producto esté nuevo y en condiciones no roto.",Negativa,home
es_0169192,El iphone no lo reconoce. Lo he devuelto.,Negativa,pc
es_0731112,Pedí que no me lo enviaran y me lo enviaron igualmente. Y aun estoy pendiente de que me devuelvan el valor del producto y lo que me costó el envío de la devolución.,Negativa,toy
es_0329030,El libro del segundo Trimestre no viene y está repetido el del primer Trimestre pero no puedo contactar para que me devuelvan sólo éste,Negativa,book
es_0825626,"He tenido muchas impresoras, pero ninguna tan nefasta como esta. Se come la tinta de forma increible. Si le falta un color no imprime. Y con cartuchos que no sean HP te vuelve loco. Todo son maravilla de especificaciones...`pero es la peor y de lejos. La voy a tirar y comprar otra marca.",Negativa,office_product
es_0598379,"Un producto muy básico y poco útil. El Apple Watch se cae El teléfono se apoya mal Y si tienes los auriculares con funda, olvídate.",Negativa,wireless
es_0103836,"El paquete en buen estado y la entrega muy rápida. Lo malo: el producto es el mismo que Pokémon Sol y Luna pero con unos pocos añadidos extra. Me aburría jugando y notaba que estaba jugando otra vez a Pokémon Luna.No me gusta nada sentir esa sensación con un producto ""nuevo"". El juego en sí es un sacacuartos. No lo recomiendo para nada si Ya tienes el Pokémon Sol y Luna.",Negativa,video_games
es_0627898,"Recibida batería de 900 ah en lugar de la de 1050 ah publicitada, no sé si me estoy explicando. Gracias.",Negativa,camera
es_0716629,"Una vergüenza, las pilas llegan descargadas y no cargan.",Negativa,electronics
es_0410259,"Imagen y sonido buenos, pero, inexplicablemente se desconecta de la red, con lo cual no sirve como cámara de vigilancia porque no es fiable.",Negativa,home_improvement
es_0905929,Han pasado 2 meses y no lo he recibido. He pedido un reembolso,Negativa,home
es_0810899,"Fatal la descripción. Tan sólo viene un producto, no es un lote de dos!! Pero excelente el servicio de Amazon cuando me puse en contacto con ellos para la devolución.",Negativa,beauty
es_0326762,"No funciona el cable y no hay forma de ponerse en contacto con amazon desde este perfil,no encuentro otro sitio donde reclamar",Negativa,wireless
es_0246596,La succión es mínima. Tienes que comprar una manguera para los cambios de agua.,Negativa,pet_products
es_0159075,"No me ha gustado, que es muy ruidosa, y en cuanto al café, con sus 19 bares es una porquería, tenía una con menos bares mejor hacia mejor cafe",Negativa,kitchen
es_0145280,"Devuelto porque no fui capaz de hacerlo funcionar, parecía estropeado.",Negativa,pc
es_0156258,"No cumple su función, da igual en interior o exterior, vamos que da igual ponerla que no, aconsejo gastar el dinero en otra cosa",Negativa,electronics
es_0274656,Me llegó antes de lo previsto pero viene mucho menos de la mitad ...aunque por el precio ...,Negativa,beauty
es_0757044,"En la primera caída, ya se había roto la funda. NO COMPRAR!!",Negativa,wireless
es_0841903,No funciona el mando de cambiar colores leds. Solamente tengo puestos dos ventiladores y pensé que no funcionaría sin estar los 3 conectados total que conecté los 3 y seguía sin cambiar y todo eso apuntando al receptor. Además hacen un poco de ruido.,Negativa,pc
es_0381808,La imagen es una engañó. Solo viene una y luego apenas alumbra el sensor tienes que pasar la mano por delante para que se enteré. Lo devolví a los pocos minutos,Negativa,home
es_0347038,Mas pequeña q mi tablet pidiendo el tamaño exacto,Negativa,wireless
es_0614254,Bien de precio pero se saltan con facilidad. Para mi gusto poco flexibles.,Negativa,drugstore
es_0849678,No venian planos de montaje. Tenian golpes de transporte. No Estoy contento con la calidad precio. Las puertas son poco robustes.,Negativa,wireless
es_0603694,No me gusto el contenido,Negativa,digital_ebook_purchase
es_0080652,"Muy mal el trato con el vendedor, estafa no me mando el pedido",Negativa,automotive
es_0839179,El producto venía usado y Amazon no se ha preocupado de verificarlo antes de enviarlo al cliente.,Negativa,sports
es_0271105,"Por favor alguien puede decirme como puedo conectar un Samsung galaxy s7 a este mini proyector, help me, please.",Negativa,other
es_0035600,"POCO PELO Y SE CAE CON FACILIDAD, MAL EMBALADO, EN UNA BOLSA DE PLASTICO DE BURBUJAS, SIN CAJA, NI REFERENCIAS DE CONTROL DE CALIDAD, NI GARANTÍA NI NADA, MALA CALIDAD, HORRENDO.",Negativa,beauty
es_0395691,"Lo compré para almacenar mis series y otros archivos y no he quedado nada contento. La velocidad de transferencia por WiFi (incluso conectado a la red rápida) es lentísima. Entiendo que para pasarte un archivo pequeño no hay problema pero si no, es horrible. Incluso he perdido parte de los datos porque a veces pierde la conexión y se han corrompido. Por otro lado, si lo quieres usar con USB, tira de la batería y cuando se acaba, no puedes usarlo.",Negativa,pc
es_0910261,Muy caro y mal explicado pensaba que eran 10 rollos de tape. Deberían de explicarlo mejor... No sólo una unidad..,Negativa,personal_care_appliances
es_0384092,"BUEN RELOJ PERO MALA TECNOLOGÍA.... El reloj tenía muy buena pinta, lo compré para una persona que lo quería.... pero al final lo barato marca la diferencia por lo menos en este caso... Quería un reloj que pueda sincronizar los mensajes de Whatsapp y todo lo demás, pero para nuestra sorpresa este reloj necesita de una tarjeta SIM extra.... Deberás sacar un duplicado de la tarjeta SIM de tu teléfono movil para poder leer los mensajes en el reloj... Si no necesitas leer los mensajes en el reloj te lo recomiendo, pero en caso que quieras tener sincronizado el reloj y tu teléfono deberías buscar otro modelo.....",Negativa,electronics
es_0166416,"Pinta muy bien, pero para mi llave (Ford Ka+) no sirve porque no tiene ranura para sacar la llave",Negativa,wireless
es_0689902,"Se sale el agua al mes de tenerla, mala",Negativa,sports
es_0325012,No me funciona o no se como funciona... Sin explicaciones,Negativa,wireless
es_0676422,"He visto cuando he abierto la caja del producto, que el empaquetado de las bolsas de la máquina venía rozado y arañado como usado al igual que el depósito donde se introduce la comida de los peces de la propia maquina, falta un manual de usuario para entender la programación. No obstante de momento funciona bien. No la he descambiado pq la necesitaba desde el primer dia.",Negativa,pet_products
es_0462742,Quiero saber cómo ponerme en contacto con el servicio técnico... necesito poner una reclamación urgente,Negativa,wireless
es_0137376,"No voy a opinar sobre el producto porque al final lo devolví, ya que encontré más barato y sobre todo, CON GARANTÍA EN ESPAÑA. El vendedor no quiso hacerse cargo de los gastos de devolución pese a que no constaba en su política de devoluciones que la devolución fuera a costa del comprador. Lo compré a MH-direct, aunque ahora no figura como vendedor. Así que, ojo si le compráis a él: aseguraros de la política de devoluciones.",Negativa,camera
es_0471883,"Tengo desde años un reloj de la misma marca y siempre estuve muy contento, pero ya me da algún fallo de sincronización de modo que pensé cambiarlo por otro de la misma marca. El modelo que pedí se parecía bastante y también era sencillo de manejar. Lo malo fue que en este cada vez que presionas una tecla suena un molesto bip. Como no he visto forma de desactivarlo y de noche es un verdadero incordio, he tenido que devolverlo.",Negativa,home
es_0667813,Hace dos meses que lo compre y ya no funciona. NO lee ningun disco,Negativa,pc
es_0366913,Lo que falla es que no regula la velocidad. Va muy rápido todo.,Negativa,wireless
es_0991543,"Nunca me llegó, eso si, me hicieron el reembolso con la mayor brevedad posible.",Negativa,automotive
es_0389820,"Pues eso, que al no tener entrada de cable lateral, si no pones el plafón encima de la salida del cable tienes que hacer unas muescas (=romper) uno de los laterales para que el cable entre y poder asentarlo sobre la pared y que no queden huecos. El plafón en sí no está mal, pero acabo de encontrar por 2.99€ uno similar, incluso mejor acabado, y por este he pagado más de 14€, con calidades semejantes. Si no hubiera hecho las muescas y tirado las cajas, ya estaban devueltos. Insisto, no es mal producto si lo instalas justo encima de donde sale el cable, y no sabes que los hay mucho más baratos de calidad similar o superior...",Negativa,home
es_0200339,"EL PRODUCTO NO HA LLEGADO TODAVÍA, SE PIDIÓ CON TIEMPO PARA QUE LLEGASE ANTES DE LA FECHA DEL 19 Y ESTAMOS YA A 21 Y NO HA LLEGADO. EL CUMPLEAÑOS YA HA PASADO Y YO SIN EL REGALO. CADA DIA QUE PASA PONEN UNA FECHA DE ENTREGA DIFERENTE Y UN INTERVALO MAYOR",Negativa,apparel
es_0523403,"Las instrucciones vienen en varios idiomas menos en español. No se necesitan, es un motor que da vueltas pero ya podían avisarlo..",Negativa,home_improvement
es_0965826,No especifica que si cargas 4 pilas de AA solo las carga a 500. Si es una sola a 2000,Negativa,electronics
es_0891260,"Muchos bajos, malos agudos. La calidad de construcción es buena.",Negativa,electronics
es_0421223,Se me ha roto la suela después de 2 días de uso ...,Negativa,shoes
es_0882118,Fatal!es una camiseta literal no me dio tiempo a devolverlo pero no queda en la foto ni de coña!!y llevo una S,Negativa,apparel
es_0762649,"Me ha durado menos de un año y el de mi padre igual,el altavoz no aguanta nada se me han estropeado dos más el de mi padre.Cuando lo metes en el bolsillo se desbloquea muy fácil,el táctil es bastante malo muy sensible,y si le cae una gota pues ya se pueden imaginar.Tambien se me ha estropeado el enganche del cargador,no valen todos los USB tipo c tiene que ser el especial para el,vamos un rollo,los auriculares más de lo mismo.",Negativa,wireless
es_0165821,no me gusta en general,Negativa,jewelry
es_0798300,"Es como mucho un libro para adolescentes. Ahora entiendo que tienen las obras que se convierten en clásicos frente a este tipo de novelas, que si bien es cierto se leen muy rápido no aportan mucho. No te hacen pensar ni plantearte las cosas. Lo siento pero no me está gustando mucho. Vaya diálogos y vaya personajes. Dudo mucho que lo haya escrito un autor inglés.Posiblemente se trate de uno o dos chavales que se han puesto manos a la obra. Así llega mi nivel de decepción con esta novela.",Negativa,digital_ebook_purchase
es_0745856,Se rompe reja sin dar con nada en el protector.,Negativa,wireless
es_0265974,"Los guantes son muy calentitos pero lo táctil no funciona adecuadamente. Rara vez hace su función. La parte anti deslizante funciona más o menos bien con fundas de silicona o material que se pueda adherir bien, sino no funciona. El tamaño de los guantes se suele corresponder con una talla M/L, no son muy muy grandes.",Negativa,apparel
es_0671086,"Plástico que no ajusta, el cierre del deposito de café se queda medio abierto. La sensación es que va a durar poco. La foto es engañosa, mejor haber comprado otra, aunque valga mas.",Negativa,kitchen
es_0703063,"Tardó mucho tiempo en llegar y vino.un poco picado. Por el precio, que podía esperar",Negativa,toy
es_0995819,"No está mal, meto el móvil y la llave de la taquilla del gimnasio, pero el problema es que tengo el brazo muy grande y me molesta, de todas formas lo puedes enganchar a la máquina en la que estás trabajando",Negativa,sports
es_0899674,"Es igual que las fotos, llevo poco utilizándolo y ya se ha roto una arandela..",Negativa,pet_products
es_0564299,"Elegí esta funda por su diseño elegante y sencillo, y cumplió con mis expectativas. El tacto y el color son muy bonitos. Sin embargo, en poco tiempo empezaron a romperse las esquinas, y apenas 4 meses después, las tengo completamente rotas, y casi inservibles (ya he pedido otro). La calidad de la materia no es lo suficiente para aguantar el uso diario, y eso que no he hecho nada del otro mundo con el teléfono! No lo recomiendo, salvo que no lo vas a usar nunca. :(",Negativa,home
es_0937591,"Está bien en cuanto a lo poco que ocupa y lo que se agranda al cargarse con agua, pero no me ha gustado que es muy frágil ante cualquier obstaculo punzante que encuentras en tu área de acción, es decir, no puede haber un rosal pues las espinas no son compatibles con esta manguera, ya que su resistencia ante estas plantas es completamente nula.",Negativa,lawn_and_garden
es_0015052,Nefasta Calidad. Sólo hemos jugado con ellas en 2 ocasiones y ya han empezado a despegarse. El pegamento con que las han fabricado es terrible. La verdad es que etoy muy descontenta con ésta compra en Amazon.,Negativa,toy
es_0567469,"No es válido para niños pequeños. Estaría bien que pusiera a partir de primaria. Mi hijo pequeño de 4 años solo ha conseguido hacer el puzzle de los niños que vienen dentro. Eso sí, me lo quedaré para más adelante.",Negativa,toy
es_0652281,"Muy corta, de colgante queda casi pegada al cuello y los plateados muy de plástico. La usaré de pulsera..... un poco decepcionada",Negativa,jewelry
es_0528419,Ha llegado el embalaje roto. Las lámparas se han desmontado al parecer por un embalaje y manipulación deficiente. Las he montado y de momento funcionan. He tenido suerte.,Negativa,home
es_0309308,El producto no llega; hace dos meses que hice el pedido y no contesta parece que solo quiere cobrar! Un poco de seriedad,Negativa,electronics
es_0342330,"No cubre toda la pantalla,aunque ya estaba avisado.",Negativa,wireless
es_0426491,El artículo no ha llegado pero tampoco es para estresarse. Ya no me lo podré llevar para las vacaciones así que a la vuelta ya pensaré si lo devuelvo o no.,Negativa,camera
es_0572136,Llegó tarde mande un mail al comprador por el retraso y me contestó q no era problema de ellos que era de amazon.,Negativa,sports
es_0223928,"No sirve para nada. Ni siquiera sirve como acondicionador, ya que ni quita los enredos ni da suavidad al cabello. Hay productos más buenos con un precio similar e incluso más económicos.",Negativa,beauty
es_0233429,"Una mierda, sinceramente He tenido dos USBs de este tipo antes que este y me los robaron, pero iban perfectos Este lo habre usado unas 10-15 veces y ahora se calienta muchisimo y ni el ordenador, ipad ni iphone lo reconocen Es facil de usar y bonito, pero si se estropea a los dos meses no vale nada Y encima la garantia acaba al mes, muy oportuno En resumen, a menos que quieras un pendrive para un mes... NO LO COMPRES",Negativa,electronics
es_0936016,"Deja pelo brillante, pero no cambia mucho el color. Y yo necesitaba pelo castaño oscuro. Dejaba mi pelo medio marrón y bastante rojo.",Negativa,beauty
es_0913910,No funciona muy bien. Araña,Negativa,personal_care_appliances
es_0900321,Me esperaba otra cosa. He probado contornos de ojos mejores para las tan buenas críticas que tiene.,Negativa,beauty
es_0577074,"El terminal ha funcionado bien 8 meses, después de este tiempo lo hemos tenido que devolver ya que a pesar de tener batería se apagaba. Supongo q debe ser un error de este terminal ya que tengo el modelo One y sigue funcionando correctamente. Un 10 para Amazon que lo ha gestionado todo súper rápido. La pulsera es bonita y con una correa de acero se puede llevar en cualquier ocasión.",Negativa,sports
es_0064891,Desde hace casi 3 semanas estoy esperando a que vengan a llevarse el producto y a que me devuelvan el dinero.,Negativa,office_product
es_0204735,"el dibujo es muy bonito, pero no pega bien, se despega y se dobla hacia arriba, estoy seguro que pronto lo perderé.",Negativa,automotive
es_0551584,Viene equivocado lo he pedido en dos ocasiones y en dos ocasiones me han mandado el verde,Negativa,drugstore
es_0836098,"NO ES ORIGINAL. ESTAFADORES. Lo he comprado hace ya tiempo, pero de original apple nada, viene en una caja de plástico como el que compras en cualquier tienda de móviles. Obviamente por el precio ya se podría deducir que no es de la marca Apple, pero no está bien que mientan.",Negativa,electronics
es_0620662,La camara interna no esta bien calibrada horizontalmente. Se ve doblada lateralmente estando el soporte perfectamente nivelado. Nada contento con el producto,Negativa,wireless
es_0102868,"Me parece fatal en las condiciones en que llegan este tipo de libros, deberían de ir protegidos, me ha llegado golpeado. Para lo que vale me parece fatal como llega.",Negativa,book
es_0654015,"no lo recibi, el receptor lo devolvio porque estaba el paquete en al estado, y no me avisaron, tuve que llamar a Amazon y me devolvieron el dinero.",Negativa,office_product
es_0557332,No funcionaba cuando llegó.,Negativa,pc
es_0093770,"Compré este producto y llevo esperándolo demasiado tiempo, se a pasado el plazo de entraga y sigo sin recibirlo. No volveré a comprarle a éste vendedor",Negativa,furniture
es_0282696,"la lámpara es bonita, pero al cuarto dia el led dejo de funcionar y tuve que sustituirlo, así que salió caro",Negativa,home
es_0643218,"Calidad bastante mala, parece que se va romper con solo mirarlo. El sonido no es demasiado bueno, no aisla nada el ruido del exterior. No entiendo como pueden puntuar bien estos auriculares. De verdad no merecen la pana, ademas la zona de botones pesa asi que siempre se te cae de ese lado si te mueves. Lo he devuelto.",Negativa,electronics
es_0931706,"No puedo dar mi Opinión , porque este producto nunca llegó.",Negativa,watch
es_0315624,No puedo valorarlo pues todavía no me ha llegado.y lo necesitaba hoy.😡,Negativa,beauty
es_0952933,Se lo entregaron a quien no era tuve suerte y la vecina me lo dio,Negativa,wireless
es_0199070,"De lo peor que he comprado, van muy lentos y se quedan bloqueado al copiar archivos grandes, compre tres y los tres para tirarlo por que el vendedor me dice que le mande pruebas, prefiero tirarlo antes que perder el tiempo.",Negativa,wireless
es_0507394,Lo compré para utilizarlo casi a diario. Me ha durado poco menos de dos meses y el joystick ya no funciona. Dinero tirado a la basura.,Negativa,video_games
